FEEDER #1 P80;;FEEDER #2 P80;FEEDER #3 P80;NEW FEED BELT SCALE;NEW FEED P80;PEBBLE PRODUCT F80;;SM. PROC WATER FLOW;SM Total Feed Rate (Tonnage);Motor 1 Torque Real;Mill Power;SM Main Bearing FE (RHS) Pressure;SM Main Bearing DE (RHS) Pressure;Mill Speed Actual;SAG Mill Motors;SAG % Critical Speed;SAG Microphone #1;SAG PMD % Sound;CV2 Camera Pebbles;;SAG SCRN MOT CUR;PEB CRUSHER POWER;PEB CV #1 BELT SCALE;PEBBLE CRUSHER GAP;PEB CV #6 WEIGHTOMETER
09-01-2019 12:50;2.184748;7.833146;5.835382;2.517739;0;5.02794;;0.7934691;2.316319;-0.38;-20;6817.381;7049.636;0;5;0;79.31213;0;48.1844;;0;0;0.2965591;13.95201;0.6070039
09-01-2019 13:00;2.184748;7.833146;6.037561;2.517739;0;7.480157;;0.7934691;2.211032;-14.168;-14;6709.354;7004.86;0.005;5;0.11262;79.523;0;48.1844;;0;0;0.2965591;13.95201;0.6050202
09-01-2019 13:10;2.184748;7.833146;5.452682;2.517739;0;7.657598;;0.7141222;2.421607;-10.698;-14;7040.336;7212.286;1.86E-10;5;0.007508001;79.31518;0;48.1844;;0;0;0.3649958;13.95201;0.6129549
09-01-2019 13:20;2.184748;7.833146;6.047462;2.517739;0;10.34263;;0.7934691;2.211032;-0.04;-20;7239.261;7339.418;0;5;0;89.1844;0;48.1844;;0;0;0.3649958;13.95201;0.6099794
09-01-2019 13:30;2.184748;7.833146;5.219948;2.517739;0;11.44712;;0.7934691;2.211032;-0.04;-20;7216.789;7321.028;0;5;0;85.99893;0;48.1844;;0;0;0.3193713;13.95201;0.6000611
09-01-2019 13:40;2.184748;7.833146;6.006417;2.517739;0;11.66475;;0.7934691;2.211032;-0.04;-20;7183.333;7296.705;0;5;0;82.88029;0;48.1844;;0;0;0.2965591;13.95201;0.6070039
09-01-2019 13:50;2.184748;7.833146;5.763524;2.517739;0;11.99997;;0.7934691;2.316319;-0.04;-20;7157.621;7278.819;0;5;0;82.5687;0;48.1844;;0;0;0.2965591;13.95201;0.6159304
09-01-2019 14:00;2.184748;7.833146;5.610451;2.517739;0;12.28227;;0.7934691;2.211032;-0.04;-20;7147.226;7265.9;0;5;0;85.18654;0;48.1844;;0;0;0.2965591;13.95201;0.6189059
09-01-2019 14:10;2.184748;7.833146;5.393401;2.517739;0;12.0331;;0.7934691;2.526894;-0.04;-20;7129.13;7252.055;0;5;0;80.79958;0;48.1844;;0;0;0.4106203;13.95201;0.6169223
09-01-2019 14:20;2.184748;7.833146;5.856773;2.517739;0;12.28543;;0.7141222;2.211032;-0.04;-20;7082.671;7216.116;0;5;0;84.25177;0;48.1844;;0;0;0.3193713;13.95201;0.6149386
09-01-2019 14:30;2.184748;7.833146;5.573367;2.517739;0;12.11916;;0.7934691;2.211032;-0.04;-20;7103.544;7222.007;0.004;5;0.022524;81.43435;0;48.1844;;0;0;0.2737468;13.95201;0.6129549
09-01-2019 14:40;2.184748;7.833146;5.857444;2.517739;0;11.70703;;0.7934691;2.211032;-0.04;-20;7130.562;7240.145;0;5;0;84.20416;0;48.1844;;0;0;0.3193713;13.95201;0.6228732
09-01-2019 14:50;2.184748;7.833146;5.255197;2.517739;0;11.3748;;0.7934691;2.211032;-0.04;-20;7133.507;7230.719;0;5;0;81.06935;0;48.1844;;0;0;0.2965591;13.95201;0.6228732
09-01-2019 15:00;2.184748;7.833146;5.088582;2.517739;0;10.95448;;0.7934691;2.211032;-0.04;-20;7089.025;7223.69;0;5;0;86.52628;0;48.1844;;0;0;0.2965591;13.95201;0.630808
09-01-2019 15:10;2.184748;7.833146;5.353327;2.412451;0;10.85608;;0.7934691;2.211032;-0.04;-20;7102.113;7212.076;0;5;0;80.90883;0;48.1844;;0;0;0.3193713;13.95201;0.6347753
09-01-2019 15:20;2.184748;7.833146;6.02001;2.517739;0;10.96597;;0.7934691;2.105745;-0.04;-20;7101.818;7197.389;0;5;0;79.93835;0;48.1844;;0;0;0.2737468;13.95201;0.6476692
09-01-2019 15:30;2.184748;7.833146;5.724543;2.517739;0;11.80979;;0.7934691;2.105745;-0.04;-20;6973.298;7165.659;-0.009000001;5;0;79.84314;0;48.1844;;0;0;0.2737468;13.95201;0.6437019
09-01-2019 15:40;2.184748;7.833146;5.572931;2.517739;0;12.3511;;0.7934691;2.211032;-0.04;-20;6944.176;7148.699;0;5;0;81.58877;0;48.1844;;0;0;0.2737468;13.95201;0.6595712
09-01-2019 15:50;2.184748;7.833146;6.505816;2.517739;0;12.56719;;0.7934691;2.105745;-0.04;-20;6939.042;7158.925;0;5;0;90.757;0;48.1844;;0;0;0.3649958;13.95201;0.6585794
09-01-2019 16:00;2.184748;7.833146;5.912529;2.517739;0;12.77402;;0.7934691;2.211032;-0.04;-20;7068.152;7170.498;0;5;0;80.66071;0;48.1844;;0;0;0.3421836;13.95201;0.6833753
09-01-2019 16:10;2.184748;7.833146;6.964741;2.517739;0;12.90501;;0.7934691;2.105745;-0.04;-20;6994.044;7177.273;0;5;0;91.39788;0;48.1844;;0;0;0.2965591;13.95201;0.6774243
09-01-2019 16:20;2.184748;7.833146;6.979388;2.517739;0;13.01905;;0.7934691;2.211032;-0.04;-20;6969.047;7203.28;0;5;0;85.64706;0;48.1844;;0;0;0.3649958;13.95201;0.6932936
09-01-2019 16:30;2.184748;7.833146;5.857901;2.517739;0;13.17881;;0.7934691;2.211032;-0.04;-20;6913.035;7201.218;0;5;0;79.3811;0;48.1844;;0;0;0.2737468;13.95201;0.7141222
09-01-2019 16:40;2.184748;7.833146;5.994175;2.517739;0;13.45579;;0.7934691;2.105745;-15.033;-10;6702.958;6906.302;-0.004;5;-0.052556;79.53979;0;48.1844;;0;0;0.4106203;13.95201;0.733959
09-01-2019 16:50;2.184748;7.833146;5.690149;2.517739;0;13.57751;;0.7934691;2.105745;-0.1;-20;7110.572;7110.361;0;5;0;89.93881;0;48.1844;;0;0;0.2965591;13.95201;0.7280079
09-01-2019 17:00;2.184748;7.833146;6.231655;2.517739;0;13.4935;;0.7934691;2.316319;-0.1;-20;7098.62;7104.554;0;5;0;87.10948;0;48.1844;;0;0;0.2509346;13.95201;0.7359426
09-01-2019 17:10;2.184748;7.833146;5.544039;2.517739;0;13.50126;;0.7934691;2.105745;-0.1;-20;7083.429;7081.619;0;5;0;79.48241;0;48.1844;;0;0;0.2965591;13.95201;0.7627222
09-01-2019 17:20;2.184748;7.833146;6.566098;2.517739;0;13.60686;;0.7934691;2.105745;-0.1;-20;7055.906;7058.053;0;5;0;81.27108;0;48.1844;;0;0;0.3193713;13.95201;0.7389181
09-01-2019 17:30;2.184748;7.833146;6.37149;2.517739;0;14.16197;;0.7934691;2.316319;-0.1;-20;7060.493;7042.902;0;5;0;84.47181;0;48.1844;;0;0;0.2737468;13.95201;0.7220569
09-01-2019 17:40;2.184748;7.833146;7.264531;2.517739;0;14.67704;;0.7934691;2.105745;-0.1;-20;7054.77;7041.346;0;5;0;81.06477;0;48.1844;;0;0;0.3421836;13.95201;0.7240406
09-01-2019 17:50;2.184748;7.833146;5.892823;2.517739;0;15.16543;;0.7934691;2.211032;-0.1;-20;7043.492;7048.458;0;5;0;79.48241;0;48.1844;;0;0;0.3193713;13.95201;0.7121385
09-01-2019 18:00;2.184748;7.833146;5.971166;2.517739;0;14.84037;;0.7934691;2.316319;-0.1;-20;7031.246;7031.288;0;5;0;81.70779;0;48.1844;;0;0;0.2509346;13.95201;0.7260243
09-01-2019 18:10;2.184748;7.833146;5.345162;2.517739;0;14.54423;;0.7934691;2.211032;-0.1;-20;7039.789;7039.704;0;5;0;80.37904;0;48.1844;;0;0;0.2965591;13.95201;0.7260243
09-01-2019 18:20;2.184748;7.833146;6.307998;2.517739;0;14.10214;;0.7934691;2.211032;-0.1;-20;7029.646;7031.414;0;5;0;79.10887;0;48.1844;;0;0;0.2965591;13.95201;0.7349508
09-01-2019 18:30;2.184748;7.833146;5.672204;2.517739;0;13.8298;;0.7934691;2.105745;-0.1;-20;7009.32;7003.976;0;5;0;79.45281;0;48.1844;;0;0;0.2965591;13.95201;0.7587548
09-01-2019 18:40;2.184748;7.833146;5.529506;2.517739;0;13.78448;;0.7934691;2.211032;-0.1;-20;6898.264;6954.192;0;5;0;79.25749;0;48.1844;;0;0;0.3193713;13.95201;0.757763
09-01-2019 18:50;2.184748;7.833146;6.913988;2.517739;0;13.575;;0.7934691;2.211032;-0.1;-20;6790.279;6931.72;0;5;0;79.28709;0;48.1844;;0;0;0.3193713;13.95201;0.7547875
09-01-2019 19:00;2.184748;7.833146;6.116948;2.517739;0;13.48778;;0.7934691;2.105745;-0.1;-20;6840.147;6927.722;0;5;0;79.21416;0;48.1844;;0;0;0.2965591;13.95201;0.7557793
09-01-2019 19:10;2.184748;7.833146;5.813959;2.517739;0;13.72921;;0.7934691;2.211032;-0.1;-20;6714.614;6895.15;0.002;5;0.045048;95.89136;0;48.1844;;0;0;0.2737468;13.95201;0.7409018
09-01-2019 19:20;2.184748;7.833146;5.959432;2.517739;0;13.95072;;0.7934691;2.105745;-0.1;-20;6770.248;6887.112;0;5;0;90.09262;0;48.1844;;0;0;0.2965591;13.95201;0.7627222
09-01-2019 19:30;2.184748;7.833146;6.485589;2.517739;0;14.12732;;0.7934691;2.211032;-0.1;-20;6811.7;6920.357;0;5;0;84.63203;0;48.1844;;0;0;0.2965591;13.95201;0.757763
09-01-2019 19:40;2.184748;7.833146;5.63169;2.517739;0;14.04025;;0.7934691;2.211032;-0.1;-20;6908.911;6963.745;0;5;0;84.36835;0;48.1844;;0;0;0.2509346;13.95201;0.751812
09-01-2019 19:50;2.184748;7.833146;5.878047;2.517739;0;13.96231;;0.7934691;2.211032;-0.1;-20;6820.2;6940.894;0;5;0;83.02281;0;48.1844;;0;0;0.2737468;13.95201;0.7627222
09-01-2019 20:00;2.184748;7.833146;5.603325;2.517739;0;13.6096;;0.7934691;2.316319;-0.1;-20;6943.377;6981.588;0;5;0;79.50591;0;48.1844;;0;0;0.2737468;13.95201;0.7656977
09-01-2019 20:10;2.184748;7.833146;5.398215;2.517739;0;13.46751;;0.7934691;2.211032;-0.1;-20;6921.662;6958.947;0;5;0;80.98329;0;48.1844;;0;0;0.2737468;13.95201;0.7617304
09-01-2019 20:20;2.184748;7.833146;5.789083;2.412451;0;13.3038;;0.7934691;2.211032;-0.1;-20;6918.674;6939.926;0;5;0;79.1873;0;48.1844;;0;0;0.2281224;13.95201;0.763714
09-01-2019 20:30;2.184748;7.833146;6.182184;2.517739;0;13.14436;;0.7934691;2.211032;-8.059;-8;6799.832;6900.158;-0.016;5;-0.127636;79.01335;0;48.1844;;0;0;0.2965591;13.95201;0.7676814
09-01-2019 20:40;2.184748;7.833146;6.488987;2.517739;0;13.64729;;0.7934691;2.211032;-16.673;-17;6601.79;7050.688;0.011;5;0.090096;79.00908;0;48.1844;;0;0;0.3193713;13.95201;0.775616
09-01-2019 20:50;2.184748;7.833146;6.321125;2.412451;0;14.08438;;0.7934691;2.211032;-0.21;-20;6975.402;7182.87;0;5;0;83.77417;0;48.1844;;0;0;0.2281224;13.95201;0.7617304
09-01-2019 21:00;2.184748;7.833146;6.059051;2.517739;0;14.58288;;0.7141222;2.105745;-0.21;-20;6956.296;7176.853;0;5;0;82.99901;0;48.1844;;0;0;0.3193713;13.95201;0.7389181
09-01-2019 21:10;2.184748;7.833146;5.384551;2.307164;0;14.58722;;0.7934691;2.211032;-0.21;-20;6969.679;7158.883;0;5;0;82.30778;0;48.1844;;0;0;0.2281224;13.95201;0.7528038
09-01-2019 21:20;2.184748;7.833146;6.673181;2.517739;0;14.07817;;0.7934691;2.105745;-0.21;-20;6960.883;7143.733;0;5;0;84.63905;0;48.1844;;0;0;0.2281224;13.95201;0.7438773
09-01-2019 21:30;2.184748;7.833146;6.632675;2.517739;0;13.66035;;0.7141222;2.105745;-0.21;-20;6950.573;7128.289;0;5;0;81.23903;0;48.1844;;0;0;0.2509346;13.95201;0.7319753
09-01-2019 21:40;2.184748;7.833146;7.01374;2.517739;0;14.33736;;0.7934691;2.316319;-0.21;-20;6958.611;7136.706;0;5;0;80.00183;0;48.1844;;0;0;0.2281224;13.95201;0.7220569
09-01-2019 21:50;2.184748;7.833146;5.853886;2.517739;0;14.05054;;0.7934691;2.105745;-0.21;-20;6854.75;7116.59;-0.003;5;-0.06757201;79.69451;0;48.1844;;0;0;0.2509346;13.95201;0.7220569
09-01-2019 22:00;2.184748;7.833146;5.762855;2.517739;0;14.15464;;0.7141222;2.211032;-0.21;-20;6743.315;7101.566;0;5;0;78.96422;0;48.1844;;0;0;0.2737468;13.95201;0.7180896
09-01-2019 22:10;2.184748;7.833146;5.975329;2.517739;0;13.79506;;0.7934691;2.105745;-0.21;-20;6856.434;7107.752;0;5;0;79.84467;0;48.1844;;0;0;0.2737468;13.95201;0.7002365
09-01-2019 22:20;2.184748;7.833146;6.603958;2.517739;0;13.84704;;0.7934691;2.105745;-0.21;-20;6870.7;7093.907;0;5;0;80.09308;0;48.1844;;0;0;0.2281224;13.95201;0.7042038
09-01-2019 22:30;2.184748;7.833146;6.148677;2.412451;0;14.0473;;0.7141222;2.105745;-0.21;-20;6715.33;7042.061;0;5;0;86.97643;0;48.1844;;0;0;0.2281224;13.95201;0.7061875
09-01-2019 22:40;2.184748;7.833146;6.055709;2.412451;0;14.16729;;0.7934691;2.105745;-0.21;-20;6618.034;7013.403;0.01;5;0;86.92149;0;48.1844;;0;0;0.2509346;13.95201;0.709163
09-01-2019 22:50;2.184748;7.833146;7.169599;2.412451;0;13.7703;;0.9338521;2.105745;-0.21;-20;6693.278;7028.468;0;5;0;85.2961;0;48.1844;;0;0;0.2281224;13.95201;0.6982528
09-01-2019 23:00;2.184748;7.833146;6.163082;2.412451;0;13.64828;;0.7934691;2.105745;-0.21;-20;6662.137;7033.813;0;5;0;87.42565;0;48.1844;;0;0;0.2509346;13.95201;0.697261
09-01-2019 23:10;2.184748;7.833146;5.973366;2.412451;0;13.30092;;0.7141222;2.105745;-0.21;-20;6659.065;7038.736;0;5;0;82.92973;0;48.1844;;0;0;0.2509346;13.95201;0.7081712
09-01-2019 23:20;2.184748;7.833146;6.367599;2.517739;0;13.09987;;0.7934691;2.105745;-0.21;-20;6654.184;7039.747;0;5;0;78.49943;0;48.1844;;0;0;0.2281224;13.95201;0.7081712
09-01-2019 23:30;2.184748;7.833146;7.051873;2.517739;0;13.18678;;0.7934691;2.105745;-13.239;-14;6607.303;7169.488;-0.001;5;0.030032;79.13237;0;48.1844;;0;0;0.2737468;13.95201;0.7081712
09-01-2019 23:40;2.184748;7.833146;5.747014;2.517739;0;13.37395;;0.7934691;2.105745;-0.22;-20;6969.258;7457.966;0;5;0;81.40749;0;48.1844;;0;0;0.2737468;13.95201;0.7081712
09-01-2019 23:50;2.184748;7.833146;6.847018;2.517739;0;12.9789;;0.7934691;2.105745;-0.22;-20;6975.486;7469.37;0;5;0;83.30236;0;48.1844;;0;0;0.2281224;13.95201;0.703212
10-01-2019 00:00;2.184748;7.833146;6.393198;2.517739;0;13.37395;;0.7934691;2.105745;-0.22;-20;6981.293;7453.463;0;5;0;80.75746;0;48.1844;;0;0;0.2281224;13.95201;0.7002365
10-01-2019 00:10;2.184748;7.833146;6.99845;2.517739;0;12.95452;;0.7934691;2.211032;-0.22;-20;6976.707;7440.249;0;5;-0.015016;87.75372;0;48.1844;;0;0;0.2737468;13.95201;0.703212
10-01-2019 00:20;2.184748;7.833146;7.276922;2.201877;0;13.25917;;0.7934691;2.105745;-0.22;-20;6863.125;7429.686;0;5;0;81.24452;0;48.1844;;0;0;0.2281224;13.95201;0.7081712
10-01-2019 00:30;2.184748;7.833146;6.418932;2.517739;0;13.83573;;0.7934691;2.211032;-0.22;-20;6975.57;7429.181;0;5;0;89.93423;0;48.07064;;0;0;0.2509346;13.95201;0.7161059
10-01-2019 00:40;2.184748;7.833146;6.265635;2.307164;0;14.31159;;0.7934691;2.105745;-0.22;-20;7042.481;7424.678;0;5;0;84.22766;0;47.99481;;0;0;0.2965591;13.95201;0.7309834
10-01-2019 00:50;2.184748;7.833146;6.962864;2.517739;0;14.25792;;0.7934691;2.105745;-0.22;-20;6922.503;7404.773;0;5;0;81.77035;0;47.99481;;0;0;0.2281224;13.95201;0.7280079
10-01-2019 01:00;2.184748;7.833146;7.179302;2.517739;0;13.63468;;0.7141222;2.105745;-0.22;-20;6989.542;7391.307;0;5;0;80.45777;0;48.05211;;0;0;0.2737468;13.95201;0.7359426
10-01-2019 01:10;2.184748;7.833146;6.434276;2.517739;0;13.19716;;0.7934691;2.105745;-0.22;-20;6871.499;7370.349;0;5;0;83.23643;0;48.56781;;0;0;0.2737468;13.95201;0.7488365
10-01-2019 01:20;2.184748;7.833146;6.463703;2.517739;0;13.06505;;0.7934691;2.211032;-0.22;-20;6721.053;7369.634;0;5;0;78.40604;0;48.56781;;0;0;0.2965591;13.95201;0.7528038
10-01-2019 01:30;2.184748;7.833146;6.087344;2.517739;0;12.76563;;0.9338521;2.105745;-0.22;-20;6696.519;7369.087;0;5;0;85.68154;0;48.56781;;0;0;0.2737468;13.95201;0.7567712
10-01-2019 01:40;2.184748;7.833146;6.299821;2.412451;0;12.77472;;0.7934691;2.105745;-0.22;-20;6744.62;7349.182;0;5;0;88.93263;0;48.34121;;0;0;0.2281224;13.95201;0.7686732
10-01-2019 01:50;2.184748;7.833146;7.705588;2.517739;0;12.74521;;0.7934691;2.105745;-0.22;-20;6731.826;7357.346;0.001;5;0.015016;88.13214;0;48.25197;;0;0;0.2509346;13.95201;0.763714
10-01-2019 02:00;2.184748;7.833146;6.270428;2.517739;0;12.89808;;0.7934691;2.105745;-0.22;-20;6734.982;7354.737;0;5;0;82.74022;0;48.50197;;0;0;0.2509346;13.95201;0.7686732
10-01-2019 02:10;2.184748;7.833146;6.302934;2.412451;0;12.67329;;0.7934691;2.105745;-0.22;-20;6739.948;7351.328;0;5;0;78.76738;0;48.62139;;0;0;0.2509346;13.95201;0.7775998
10-01-2019 02:20;2.184748;7.833146;6.409412;2.307164;0;12.68487;;0.7934691;2.105745;-14.556;-2;6770.669;7404.353;-0.014;5;-0.097604;79.09758;0;48.62139;;0;0;0.2509346;13.95201;0.7825589
10-01-2019 02:30;2.184748;7.833146;7.444622;2.412451;0;12.60016;;0.7934691;2.105745;-10.825;-12;6906.807;7491.969;-3.73E-10;5;-0.007508004;79.77448;0;48.62139;;0;0;0.2509346;13.95201;0.7805753
10-01-2019 02:40;2.184748;7.833146;6.419586;2.517739;0;12.5367;;0.7934691;2.105745;-0.13;-20;7106.279;7694.766;0;5;0;88.65247;0;48.53836;;0;0;0.2281224;13.95201;0.7934691
10-01-2019 02:50;2.184748;7.833146;8.022975;2.517739;0;12.52004;;0.7141222;2.211032;-0.13;-20;7075.98;7670.316;0;5;0;82.40604;0;48.28648;;0;0;0.2509346;13.95201;0.7835507
10-01-2019 03:00;2.184748;7.833146;7.042065;2.517739;0;12.46763;;0.7934691;2.211032;-0.13;-20;7084.607;7643.678;0;5;0;81.91745;0;48.33462;;0;0;0.2281224;13.95201;0.7805753
10-01-2019 03:10;2.184748;7.833146;5.932268;2.517739;0;12.30672;;0.7934691;2.105745;-0.13;-20;7077.074;7617.46;0;5;0;87.37591;0;48.40681;;0;0;0.2281224;13.95201;0.7706569
10-01-2019 03:20;2.184748;7.833146;5.733311;2.412451;0;12.3272;;0.7934691;2.211032;-0.13;-20;7054.686;7598.396;0;5;0;85.65835;0;48.46492;;0;0;0.3193713;13.95201;0.7855344
10-01-2019 03:30;2.184748;7.833146;6.650788;2.517739;0;12.50523;;0.7934691;2.105745;-0.13;-20;7043.576;7590.863;0;5;0;86.7628;0;48.9879;;0;0;0.2281224;13.95201;0.7805753
10-01-2019 03:40;2.184748;7.833146;6.683392;2.307164;0;12.59032;;0.7934691;2.105745;-0.13;-20;7012.098;7582.363;-0.002;5;0;82.66056;0;48.9879;;0;0;0.2281224;13.95201;0.7805753
10-01-2019 03:50;2.184748;7.833146;7.373066;2.517739;0;12.79816;;0.7141222;2.211032;-0.13;-20;6854.371;7524.457;0;5;0;81.37698;0;48.9879;;0;0;0.2281224;13.95201;0.7736324
10-01-2019 04:00;2.184748;7.833146;7.348535;2.412451;0;12.4082;;0.7934691;2.105745;-0.13;-20;6990.299;7543.268;0;5;0;78.68375;0;48.9879;;0;0;0.2509346;13.95201;0.7716487
10-01-2019 04:10;2.184748;7.833146;6.511882;2.412451;0;12.52905;;0.7934691;2.105745;-0.13;-20;6971.236;7526.267;0;5;0;79.07347;0;49.10731;;0;0;0.2509346;13.95201;0.7746242
10-01-2019 04:20;2.184748;7.833146;6.274397;2.517739;0;12.61086;;0.7141222;2.211032;-0.13;-20;6751.731;7467.014;0;5;0;80.30793;0;49.18318;;0;0;0.2281224;13.95201;0.7597467
10-01-2019 04:30;2.184748;7.833146;6.319635;2.517739;0;12.51111;;0.7934691;2.211032;-0.13;-20;6712.637;7468.15;0;5;0;91.89471;0;50.16308;;0;0;0.2509346;13.95201;0.7736324
10-01-2019 04:40;2.184748;7.833146;7.304943;2.517739;0;12.45297;;0.7934691;2.105745;-0.13;-20;6801.011;7469.118;0;5;0;82.57633;0;51.07943;;0;0;0.2737468;13.95201;0.7805753
10-01-2019 04:50;2.184748;7.833146;7.030491;2.517739;0;12.55721;;0.7934691;2.105745;-0.13;-20;6780.179;7507.498;0;5;0;87.2935;0;51.07943;;0;0;0.2509346;13.95201;0.7914854
10-01-2019 05:00;2.184748;7.833146;7.702327;2.412451;0;12.58275;;0.7934691;2.211032;-0.13;-20;6828.743;7533.084;0;5;0;84.75563;0;50.92242;;0;0;0.2281224;13.95201;0.7785916
10-01-2019 05:10;2.184748;7.833146;6.026411;2.517739;0;12.67079;;0.7934691;2.316319;-0.13;-20;6810.689;7538.934;0;5;0;80.73366;0;50.88317;;0;0;0.2509346;13.95201;0.7815671
10-01-2019 05:20;2.184748;7.833146;5.697037;2.412451;0;12.43572;;0.7934691;2.105745;-0.13;-20;6807.702;7535.23;0;5;0;81.13222;0;51.06186;;0;0;0.3193713;13.95201;0.7805753
10-01-2019 05:30;2.184748;7.833146;6.860186;2.517739;0;12.37187;;0.7141222;2.105745;-1.014;-18;6821;7527.108;-0.007999999;5;-0.060064;79.00481;0;51.24054;;0;0;0.2509346;13.95201;0.7835507
10-01-2019 05:40;2.177147;7.833146;6.689113;2.517739;0;12.48036;;0.7934691;2.211032;-1.942;0;6834.34;7137.336;0.006;5;0.007507998;79.40917;0;51.24054;;0;0;0.2737468;13.95201;0.7766079
10-01-2019 05:50;2.108736;7.833146;6.110004;2.517739;0;12.26301;;0.7934691;2.105745;0;-20;7021.02;7358.692;0;5;0;82.86961;0;51.24054;;0;0;0.2965591;13.95201;0.7815671
10-01-2019 06:00;2.108736;7.833146;6.992499;2.517739;0;12.48994;;0.7934691;2.105745;0;-20;7019;7352.001;0;5;0;90.14145;0;51.26618;;0;0;0.2737468;13.95201;0.7795835
10-01-2019 06:10;2.108736;7.833146;6.795905;2.517739;0;12.36434;;0.7141222;2.105745;0;-20;6996.233;7339.713;0;5;0;87.04753;0;51.326;;0;0;0.2281224;13.95201;0.7865263
10-01-2019 06:20;2.108736;7.833146;6.828809;2.517739;0;12.63954;;0.7934691;2.211032;0;-20;6968.753;7327.593;0;5;0;84.08881;0;51.326;;0;0;0.2737468;13.95201;0.7736324
10-01-2019 06:30;2.108736;7.833146;6.985924;2.412451;0;12.68271;;0.7934691;2.105745;0;-20;6963.029;7322.165;0;5;0;80.82613;0;51.326;;0;0;0.2509346;13.95201;0.7815671
10-01-2019 06:40;2.108736;7.833146;6.700569;2.517739;0;12.61947;;0.7934691;2.105745;0;-20;6977.422;7310.55;0;5;0;84.00397;0;51.326;;0;0;0.2965591;13.95201;0.7795834
10-01-2019 06:50;2.108736;7.833146;6.143927;2.517739;0;12.41866;;0.7934691;2.105745;0;-20;6993.792;7301.838;0;5;0;84.35584;0;51.326;;0;0;0.2737468;13.95201;0.7855344
10-01-2019 07:00;2.108736;7.833146;7.558855;2.517739;0;12.29506;;0.7934691;2.211032;0;-20;6901.883;7288.12;0;5;0;81.35531;0;51.326;;0;0;0.2737468;13.95201;0.7825589
10-01-2019 07:10;2.108736;7.833146;6.59581;2.517739;0;12.09707;;0.7934691;2.105745;0;-20;6892.625;7289.256;0;5;0;80.51606;0;51.326;;0;0;0.2965591;13.95201;0.7785916
10-01-2019 07:20;2.108736;7.833146;5.774174;2.517739;0;11.9079;;0.7934691;2.105745;0;-20;6881.894;7286.226;0;5;0;81.51064;0;51.326;;0;0;0.2509346;13.95201;0.7716487
10-01-2019 07:30;2.108736;7.833146;5.868647;2.517739;0;11.81181;;0.7934691;2.105745;0;-20;6880.168;7275.916;0;5;0;85.81186;0;51.326;;0;0;0.2737468;13.95201;0.7736324
10-01-2019 07:40;2.108736;7.833146;6.981936;2.517739;0;11.89994;;0.7934691;2.211032;0;-20;6990.594;7288.541;0;5;0;80.18433;0;51.326;;0;0;0.2737468;13.95201;0.7845426
10-01-2019 07:50;2.108736;7.833146;7.17682;2.307164;0;11.72478;;0.7934691;2.105745;0;-20;6867.838;7237.873;0;5;0;79.82513;0;51.62895;;0;0;0.2509346;13.95201;0.7914854
10-01-2019 08:00;2.108736;7.833146;8.018986;2.517739;0;11.81289;;0.7934691;2.105745;0;-20;6798.359;7222.218;0;5;0;78.86748;0;51.75879;;0;0;0.2281224;13.95201;0.7795834
10-01-2019 08:10;2.108736;7.833146;6.983882;2.412451;0;12.24041;;0.7934691;2.105745;0;-20;6799.285;7182.155;0;5;0;82.35294;0;51.75879;;0;0;0.2509346;13.95201;0.7696651
10-01-2019 08:20;2.108736;7.833146;6.629271;2.517739;0;12.65266;;0.7934691;2.105745;0;-20;6727.323;7199.956;0;5;0;90.70055;0;51.75879;;0;0;0.2737468;13.95201;0.7696651
10-01-2019 08:30;2.108736;7.833146;8.091643;2.517739;0;13.32219;;0.7934691;2.105745;0;-20;6788.091;7224.364;0;5;0;86.35203;0;51.75879;;0;0;0.2737468;13.95201;0.763714
10-01-2019 08:40;2.108736;7.833146;6.59984;2.412451;0;12.84408;;0.7934691;2.316319;0;-20;6789.9;7254.032;0;5;0;89.2903;0;52.20415;;0;0;0.2737468;13.95201;0.7696651
10-01-2019 08:50;2.108736;7.833146;7.594854;2.517739;0;12.3364;;0.7934691;2.105745;0;-20;6763.304;7240.061;0;5;0;83.15007;0;52.9916;;0;0;0.2737468;13.95201;0.7587548
10-01-2019 09:00;2.108736;7.833146;7.32015;2.517739;0;13.21568;;0.7934691;2.105745;0;-20;6761.705;7244.395;0;5;0;81.40719;0;52.84455;;0;0;0.2509346;13.95201;0.7389181
10-01-2019 09:10;2.108736;7.833146;6.626358;2.412451;0;10.8491;;0.7934691;2.211032;-11.533;-2;6713.604;7121.724;-0.016;5;-0.135144;80.41016;0;53.52264;;0;0;0.2509346;13.95201;0.7309834
10-01-2019 09:20;2.108736;7.833146;7.134489;2.517739;0;9.862687;;0.7934691;2.105745;8.702;-6;7147.815;7065.459;0.024;5;0.165176;81.40047;0;54.23575;;0;0;0.2965591;13.95201;0.7299916
10-01-2019 09:30;2.108736;7.833146;7.002577;2.517739;0;9.399707;;0.7934691;2.316319;9.273;-22;7305.29;7202.271;-0.004;5;-0.060064;81.33974;0;49.65799;;0;0;0.2737468;13.95201;0.7230487
10-01-2019 09:40;2.108736;7.833146;7.799986;2.517739;0;10.73892;;0.7934691;2.316319;0;-20;7388.95;7230.003;0;5;0;96.93782;0;50.38424;;0;0;0.2509346;13.95201;0.7121385
